Dataset,SampleSize,Target1Ratio_Set,Target0Count,Target1Count,Target1Ratio_Actual,QualityScore,DiagnosticScore
34,3000,0.03,2910,90,0.03,0.7727117914228926,1.0
35,3000,0.03,2910,90,0.03,0.7723311586031002,1.0
36,3000,0.03,2910,90,0.03,0.774540987483506,1.0
37,3000,0.03,2910,90,0.03,0.7722161335969806,1.0
38,3000,0.03,2910,90,0.03,0.768978437230524,1.0
39,3000,0.03,2910,90,0.03,0.7685443224118469,1.0
40,3000,0.03,2910,90,0.03,0.7720223361744465,1.0
41,3000,0.03,2910,90,0.03,0.7681338889667122,1.0
42,3000,0.03,2910,90,0.03,0.7725465430481664,1.0
43,3000,0.03,2910,90,0.03,0.7721420663774021,1.0
44,3000,0.03,2910,90,0.03,0.7712431522956672,1.0
45,3000,0.03,2910,90,0.03,0.7721888230446774,1.0
46,3000,0.03,2910,90,0.03,0.7707563899059409,1.0
47,3000,0.03,2910,90,0.03,0.7662170148683325,1.0
48,3000,0.03,2910,90,0.03,0.7671609114259899,1.0
49,3000,0.03,2910,90,0.03,0.773362367942783,1.0
50,3000,0.03,2910,90,0.03,0.7733189462380201,1.0
51,3000,0.03,2910,90,0.03,0.7711590036664635,1.0
52,3000,0.03,2910,90,0.03,0.7690248590350495,1.0
53,3000,0.03,2910,90,0.03,0.7716667479074086,1.0
54,3000,0.03,2910,90,0.03,0.7691774625287753,1.0
55,3000,0.03,2910,90,0.03,0.7721278472949938,1.0
56,3000,0.03,2910,90,0.03,0.7681262775048502,1.0
57,3000,0.03,2910,90,0.03,0.7721317138915307,1.0
58,3000,0.03,2910,90,0.03,0.7749138849191437,1.0
59,3000,0.03,2910,90,0.03,0.771588581792729,1.0
60,3000,0.03,2910,90,0.03,0.769155185857336,1.0
61,3000,0.03,2910,90,0.03,0.7722415627301997,1.0
62,3000,0.03,2910,90,0.03,0.7719622755037658,1.0
63,3000,0.03,2910,90,0.03,0.7705416483168983,1.0
64,3000,0.03,2910,90,0.03,0.7728986518784893,1.0
65,3000,0.03,2910,90,0.03,0.7713875103725462,1.0
66,3000,0.03,2910,90,0.03,0.7715102226273057,1.0
67,3000,0.03,2910,90,0.03,0.7698437331390993,1.0
68,3000,0.03,2910,90,0.03,0.7739582973899044,1.0
69,3000,0.03,2910,90,0.03,0.7746727524422634,1.0
70,3000,0.03,2910,90,0.03,0.7729130424578029,1.0
71,3000,0.03,2910,90,0.03,0.7707155602769237,1.0
72,3000,0.03,2910,90,0.03,0.7694930929938952,1.0
73,3000,0.03,2910,90,0.03,0.772798206378877,1.0
74,3000,0.03,2910,90,0.03,0.7697342263647537,1.0
75,3000,0.03,2910,90,0.03,0.774521462056905,1.0
76,3000,0.03,2910,90,0.03,0.7705986963958955,1.0
77,3000,0.03,2910,90,0.03,0.7726096403945686,1.0
78,3000,0.03,2910,90,0.03,0.7719124532445645,1.0
79,3000,0.03,2910,90,0.03,0.7698694580694103,1.0
80,3000,0.03,2910,90,0.03,0.7728965666223924,1.0
81,3000,0.03,2910,90,0.03,0.7703688055417051,1.0
82,3000,0.03,2910,90,0.03,0.7714666977875746,1.0
83,3000,0.03,2910,90,0.03,0.7697129436224428,1.0
84,3000,0.03,2910,90,0.03,0.7691344088483059,1.0
85,3000,0.03,2910,90,0.03,0.771351292245398,1.0
86,3000,0.03,2910,90,0.03,0.7716486059976122,1.0
87,3000,0.03,2910,90,0.03,0.7700422655644314,1.0
88,3000,0.03,2910,90,0.03,0.7695025623697962,1.0
89,3000,0.03,2910,90,0.03,0.7688653005114869,1.0
90,3000,0.03,2910,90,0.03,0.7699264218222509,1.0
91,3000,0.03,2910,90,0.03,0.7669685741418855,1.0
92,3000,0.03,2910,90,0.03,0.769807022716549,1.0
93,3000,0.03,2910,90,0.03,0.7752019965082528,1.0
94,3000,0.03,2910,90,0.03,0.771645137869788,1.0
95,3000,0.03,2910,90,0.03,0.7738198785239851,1.0
96,3000,0.03,2910,90,0.03,0.7704503757156607,1.0
97,3000,0.03,2910,90,0.03,0.7689827522530981,1.0
98,3000,0.03,2910,90,0.03,0.7734511886810942,1.0
99,3000,0.03,2910,90,0.03,0.7701100467860877,1.0
100,3000,0.03,2910,90,0.03,0.7679969629446651,1.0
