Dataset,SampleSize,Target1Ratio_Set,Target0Count,Target1Count,Target1Ratio_Actual,QualityScore,DiagnosticScore
66,8000,0.03,7760,240,0.03,0.7725095187737011,1.0
67,8000,0.03,7760,240,0.03,0.7707607064205225,1.0
68,8000,0.03,7760,240,0.03,0.7726661719995827,1.0
69,8000,0.03,7760,240,0.03,0.7707403277786564,1.0
70,8000,0.03,7760,240,0.03,0.770851075907142,1.0
71,8000,0.03,7760,240,0.03,0.7718253461261548,1.0
72,8000,0.03,7760,240,0.03,0.7738151527986339,1.0
73,8000,0.03,7760,240,0.03,0.773011189147055,1.0
74,8000,0.03,7760,240,0.03,0.7741837707091421,1.0
75,8000,0.03,7760,240,0.03,0.7728259353263236,1.0
76,8000,0.03,7760,240,0.03,0.7731532851257104,1.0
77,8000,0.03,7760,240,0.03,0.7737425494659329,1.0
78,8000,0.03,7760,240,0.03,0.7707805506195451,1.0
79,8000,0.03,7760,240,0.03,0.772786435682022,1.0
80,8000,0.03,7760,240,0.03,0.7727506528946354,1.0
81,8000,0.03,7760,240,0.03,0.7697504194824422,1.0
82,8000,0.03,7760,240,0.03,0.7740313954323439,1.0
83,8000,0.03,7760,240,0.03,0.7724433705858214,1.0
84,8000,0.03,7760,240,0.03,0.7730145458172115,1.0
85,8000,0.03,7760,240,0.03,0.7708063708242703,1.0
86,8000,0.03,7760,240,0.03,0.7735453597945288,1.0
87,8000,0.03,7760,240,0.03,0.7743043694714871,1.0
88,8000,0.03,7760,240,0.03,0.773279547432857,1.0
89,8000,0.03,7760,240,0.03,0.7753919589508054,1.0
90,8000,0.03,7760,240,0.03,0.7726545793666433,1.0
91,8000,0.03,7760,240,0.03,0.7714492525430912,1.0
92,8000,0.03,7760,240,0.03,0.7718527348560568,1.0
93,8000,0.03,7760,240,0.03,0.7713910065300724,1.0
94,8000,0.03,7760,240,0.03,0.7698918967341184,1.0
95,8000,0.03,7760,240,0.03,0.7725397054911233,1.0
96,8000,0.03,7760,240,0.03,0.7735323203989874,1.0
97,8000,0.03,7760,240,0.03,0.7730426133123458,1.0
98,8000,0.03,7760,240,0.03,0.7733187546355347,1.0
99,8000,0.03,7760,240,0.03,0.7742513125495409,1.0
100,8000,0.03,7760,240,0.03,0.7700346756284083,1.0
