Dataset,SampleSize,Target1Ratio_Set,Target0Count,Target1Count,Target1Ratio_Actual,QualityScore,DiagnosticScore
36,5000,0.01,4950,50,0.01,0.7722630822843317,1.0
37,5000,0.01,4950,50,0.01,0.773381728530264,1.0
38,5000,0.01,4950,50,0.01,0.7713669449426311,1.0
39,5000,0.01,4950,50,0.01,0.7708488959160991,1.0
40,5000,0.01,4950,50,0.01,0.769551466489157,1.0
41,5000,0.01,4950,50,0.01,0.7718628755151811,1.0
42,5000,0.01,4950,50,0.01,0.773739747065957,1.0
43,5000,0.01,4950,50,0.01,0.7752021418509941,1.0
44,5000,0.01,4950,50,0.01,0.7730785009271988,1.0
45,5000,0.01,4950,50,0.01,0.7701193700628067,1.0
46,5000,0.01,4950,50,0.01,0.7729985697637194,1.0
47,5000,0.01,4950,50,0.01,0.7723461401985494,1.0
48,5000,0.01,4950,50,0.01,0.7735748614669509,1.0
49,5000,0.01,4950,50,0.01,0.7751470319703171,1.0
50,5000,0.01,4950,50,0.01,0.7756058372247805,1.0
51,5000,0.01,4950,50,0.01,0.7719163869923069,1.0
52,5000,0.01,4950,50,0.01,0.774904863182087,1.0
53,5000,0.01,4950,50,0.01,0.7729687122893383,1.0
54,5000,0.01,4950,50,0.01,0.7747995294148122,1.0
55,5000,0.01,4950,50,0.01,0.7759647216586838,1.0
56,5000,0.01,4950,50,0.01,0.7698011743152018,1.0
57,5000,0.01,4950,50,0.01,0.7727902665649818,1.0
58,5000,0.01,4950,50,0.01,0.77395981530304,1.0
59,5000,0.01,4950,50,0.01,0.7732910119081192,1.0
60,5000,0.01,4950,50,0.01,0.7708052321552765,1.0
61,5000,0.01,4950,50,0.01,0.773301673775419,1.0
62,5000,0.01,4950,50,0.01,0.7724401661836076,1.0
63,5000,0.01,4950,50,0.01,0.7717498883005512,1.0
64,5000,0.01,4950,50,0.01,0.7725915045885363,1.0
65,5000,0.01,4950,50,0.01,0.7721174432999363,1.0
66,5000,0.01,4950,50,0.01,0.7711964838896723,1.0
67,5000,0.01,4950,50,0.01,0.7720059182426169,1.0
68,5000,0.01,4950,50,0.01,0.7721831429780852,1.0
69,5000,0.01,4950,50,0.01,0.7729812476043596,1.0
70,5000,0.01,4950,50,0.01,0.7739307130715489,1.0
71,5000,0.01,4950,50,0.01,0.7717171383540176,1.0
72,5000,0.01,4950,50,0.01,0.7727018600064961,1.0
73,5000,0.01,4950,50,0.01,0.7757418587170399,1.0
74,5000,0.01,4950,50,0.01,0.7723198165049534,1.0
75,5000,0.01,4950,50,0.01,0.7727868956756516,1.0
76,5000,0.01,4950,50,0.01,0.7726515403371254,1.0
77,5000,0.01,4950,50,0.01,0.7734689981116776,1.0
78,5000,0.01,4950,50,0.01,0.771898735300165,1.0
79,5000,0.01,4950,50,0.01,0.7738590867423154,1.0
80,5000,0.01,4950,50,0.01,0.77108599182425,1.0
81,5000,0.01,4950,50,0.01,0.7709945860482552,1.0
82,5000,0.01,4950,50,0.01,0.7728673743852339,1.0
83,5000,0.01,4950,50,0.01,0.774190600162826,1.0
84,5000,0.01,4950,50,0.01,0.7705438467396971,1.0
85,5000,0.01,4950,50,0.01,0.7734384133426173,1.0
86,5000,0.01,4950,50,0.01,0.7729765316584802,1.0
87,5000,0.01,4950,50,0.01,0.7720444404086405,1.0
88,5000,0.01,4950,50,0.01,0.7736140704210437,1.0
89,5000,0.01,4950,50,0.01,0.7732988535148624,1.0
90,5000,0.01,4950,50,0.01,0.7713788893147293,1.0
91,5000,0.01,4950,50,0.01,0.7713557145234855,1.0
92,5000,0.01,4950,50,0.01,0.7728270780617387,1.0
93,5000,0.01,4950,50,0.01,0.7729198830114827,1.0
94,5000,0.01,4950,50,0.01,0.773258885460103,1.0
95,5000,0.01,4950,50,0.01,0.7720816997710833,1.0
96,5000,0.01,4950,50,0.01,0.7718165956208642,1.0
97,5000,0.01,4950,50,0.01,0.7733094772811349,1.0
98,5000,0.01,4950,50,0.01,0.7738911363051115,1.0
99,5000,0.01,4950,50,0.01,0.7720943560120005,1.0
100,5000,0.01,4950,50,0.01,0.7725638095793831,1.0
